holiday,temp,rain,snow,weather,traffic_volume,year,month,day,hour,minute,second
7,280.865,0,0,8,515,2012,10,9,0,0,0
7,277.27,0,0,8,302,2012,10,9,1,0,0
7,277.47,0,0,8,251,2012,10,9,2,0,0
7,276.97,0,0,1,798,2012,10,9,4,0,0
7,276.52,0,0,1,2678,2012,10,9,5,0,0
7,276.6,0,0,1,5733,2012,10,9,6,0,0
7,277.31,0,0,1,6449,2012,10,9,7,0,0
7,278.38,0,0,1,5765,2012,10,9,8,0,0
7,279.35,0,0,1,5599,2012,10,9,9,0,0
7,281.37,0,0,1,4534,2012,10,9,10,0,0
7,283.11,0,0,1,4691,2012,10,9,11,0,0
7,284.08,0,0,1,5067,2012,10,9,12,0,0
7,285.14,0,0,1,5030,2012,10,9,13,0,0
7,286.35,0,0,1,5300,2012,10,9,14,0,0
7,287.23,0,0,6,5777,2012,10,9,15,0,0
7,286.06,0,0,1,6349,2012,10,9,16,0,0
7,290.37,0,0,1,6127,2012,10,9,17,0,0
7,290.13,0,0,1,4460,2012,10,9,18,0,0
7,288.86,0,0,1,3418,2012,10,9,19,0,0
7,287.36,0,0,1,2775,2012,10,9,20,0,0
7,285.11,0,0,1,2306,2012,10,9,21,0,0
7,283.46,0,0,1,1846,2012,10,9,22,0,0
7,282.45,0,0,1,947,2012,10,9,23,0,0
7,281.88,0,0,1,494,2012,10,10,0,0,0
7,281.78,0,0,1,332,2012,10,10,1,0,0
7,281.09,0,0,1,261,2012,10,10,2,0,0
7,281.17,0,0,1,361,2012,10,10,3,0,0
7,281.25,0,0,8,5875,2012,10,10,6,0,0
7,281.25,0,0,6,6793,2012,10,10,7,0,0
7,281.25,0,0,2,6793,2012,10,10,7,0,0
7,280.1,0,0,6,6283,2012,10,10,8,0,0
7,280.1,0,0,2,6283,2012,10,10,8,0,0
7,279.61,0,0,6,5680,2012,10,10,9,0,0
7,280.8,0,0,2,5680,2012,10,10,9,0,0
7,282.02,0,0,8,4632,2012,10,10,10,0,0
7,280.19,0,0,8,4887,2012,10,10,11,0,0
7,282.09,0,0,1,5030,2012,10,10,12,0,0
7,282.26,0,0,1,5067,2012,10,10,13,0,0
7,282.05,0,0,1,5227,2012,10,10,14,0,0
7,281.59,0,0,1,5610,2012,10,10,15,0,0
7,281.23,0,0,8,6286,2012,10,10,16,0,0
7,282.6,0,0,8,4775,2012,10,10,18,0,0
7,282.6,0,0,8,3340,2012,10,10,19,0,0
7,282.6,0,0,8,3013,2012,10,10,20,0,0
7,282.6,0,0,8,2603,2012,10,10,21,0,0
7,282.6,0,0,8,1910,2012,10,10,22,0,0
7,282.6,0,0,8,1037,2012,10,10,23,0,0
7,273.9,0,0,8,347,2012,10,11,1,0,0
7,274.4,0,0,1,350,2012,10,11,3,0,0
7,274.05,0,0,1,850,2012,10,11,4,0,0
7,273.71,0,0,1,2791,2012,10,11,5,0,0
7,272.66,0,0,8,5809,2012,10,11,6,0,0
7,272.65,0,0,8,6798,2012,10,11,7,0,0
7,272.52,0,0,8,6304,2012,10,11,8,0,0
7,275.19,0,0,1,5291,2012,10,11,9,0,0
7,275.34,0,0,8,4638,2012,10,11,10,0,0
7,284.1,0,0,8,5557,2012,10,11,14,0,0
7,284.1,0,0,8,5818,2012,10,11,15,0,0
7,283.78,0,0,1,6272,2012,10,11,16,0,0
7,283.52,0,0,1,5944,2012,10,11,17,0,0
7,285.795,0,0,1,4949,2012,10,11,18,0,0
7,282.06,0,0,1,3511,2012,10,11,19,0,0
7,281.95,0,0,1,3039,2012,10,11,20,0,0
7,281.81,0,0,1,2679,2012,10,11,21,0,0
7,282.16,0,0,1,2094,2012,10,11,22,0,0
7,282.53,0,0,1,1284,2012,10,11,23,0,0
7,283.91,0,0,1,630,2012,10,12,0,0,0
7,284.64,0,0,1,410,2012,10,12,1,0,0
7,284.61,0,0,1,331,2012,10,12,2,0,0
7,283.18,0,0,2,372,2012,10,12,3,0,0
7,282.26,0,0,6,739,2012,10,12,4,0,0
7,280.77,0,0,2,2561,2012,10,12,5,0,0
7,278.53,0,0,1,5586,2012,10,12,6,0,0
7,277.64,0,0,1,6992,2012,10,12,7,0,0
7,277.9,0,0,1,5860,2012,10,12,8,0,0
7,280.8,0,0,1,5230,2012,10,12,9,0,0
7,279.29,0,0,1,4864,2012,10,12,10,0,0
7,280.45,0,0,1,5146,2012,10,12,11,0,0
7,280.95,0,0,1,5526,2012,10,12,12,0,0
7,281.74,0,0,1,5383,2012,10,12,13,0,0
7,281.84,0,0,1,5758,2012,10,12,14,0,0
7,282.45,0,0,1,5889,2012,10,12,15,0,0
7,282.2,0,0,1,6057,2012,10,12,16,0,0
7,281.54,0,0,1,6028,2012,10,12,17,0,0
7,280.21,0,0,1,5257,2012,10,12,18,0,0
7,282.2,0,0,8,1897,2012,10,12,23,0,0
7,272.58,0,0,8,1335,2012,10,13,0,0,0
7,272.06,0,0,8,769,2012,10,13,1,0,0
7,270.99,0,0,8,570,2012,10,13,2,0,0
7,270.29,0,0,1,413,2012,10,13,3,0,0
7,269.48,0,0,8,399,2012,10,13,4,0,0
7,269.27,0,0,8,740,2012,10,13,5,0,0
7,268.91,0,0,8,1420,2012,10,13,6,0,0
7,280.025,0,0,1,2220,2012,10,13,7,0,0
7,269.23,0,0,1,3479,2012,10,13,8,0,0
7,272.61,0,0,1,4546,2012,10,13,9,0,0
7,276.78,0,0,1,4579,2012,10,13,10,0,0
7,279.22,0,0,8,4438,2012,10,13,11,0,0
7,280.35,0,0,8,4623,2012,10,13,12,0,0
7,281.81,0,0,8,4440,2012,10,13,13,0,0
7,283.05,0,0,8,4495,2012,10,13,14,0,0
7,283.96,0,0,8,4483,2012,10,13,15,0,0
7,284.53,0,0,8,4591,2012,10,13,16,0,0
7,284.44,0,0,8,4477,2012,10,13,17,0,0
7,283.64,0,0,8,4221,2012,10,13,18,0,0
7,281.85,0,0,1,3672,2012,10,13,19,0,0
7,281.38,0,0,8,3015,2012,10,13,20,0,0
7,281.84,0,0,1,2769,2012,10,13,21,0,0
7,282.23,0,0,1,2875,2012,10,13,22,0,0
7,282.18,0,0,1,1931,2012,10,13,23,0,0
7,282.49,0,0,1,1309,2012,10,14,0,0,0
7,282.54,0,0,1,870,2012,10,14,1,0,0
7,282.58,0,0,1,654,2012,10,14,2,0,0
7,282.23,0,0,1,364,2012,10,14,3,0,0
7,280.07,0,0,1,262,2012,10,14,4,0,0
7,282.23,0,0,1,505,2012,10,14,5,0,0
7,282.24,0,0,1,861,2012,10,14,6,0,0
7,282.24,0,0,1,1132,2012,10,14,7,0,0
7,282.24,0,0,5,1797,2012,10,14,8,0,0
7,282.43,0,0,2,2685,2012,10,14,9,0,0
7,282.43,0,0,5,2685,2012,10,14,9,0,0
7,282.43,0,0,4,2685,2012,10,14,9,0,0
7,282.33,0,0,2,3370,2012,10,14,10,0,0
7,282.33,0,0,5,3370,2012,10,14,10,0,0
7,282.82,0,0,2,3662,2012,10,14,11,0,0
7,282.82,0,0,5,3662,2012,10,14,11,0,0
7,283.33,0,0,5,4076,2012,10,14,12,0,0
7,283.33,0,0,6,4076,2012,10,14,12,0,0
7,283.33,0,0,2,4076,2012,10,14,12,0,0
7,283.75,0,0,6,4128,2012,10,14,13,0,0
7,283.75,0,0,5,4128,2012,10,14,13,0,0
7,283.75,0,0,2,4128,2012,10,14,13,0,0
7,284.09,0,0,5,4358,2012,10,14,14,0,0
7,284.09,0,0,6,4358,2012,10,14,14,0,0
7,284.09,0,0,2,4358,2012,10,14,14,0,0
7,284.55,0,0,5,4342,2012,10,14,15,0,0
7,284.55,0,0,6,4342,2012,10,14,15,0,0
7,284.68,0,0,5,4234,2012,10,14,16,0,0
7,284.64,0,0,6,4271,2012,10,14,17,0,0
7,284.64,0,0,5,4271,2012,10,14,17,0,0
7,284.4,0,0,1,4080,2012,10,14,18,0,0
7,285.02,0,0,5,3453,2012,10,14,19,0,0
7,284.03,0,0,5,2718,2012,10,14,20,0,0
7,283.58,0,0,5,2439,2012,10,14,21,0,0
7,283.04,0,0,5,1819,2012,10,14,22,0,0
7,281.95,0,0,5,1002,2012,10,14,23,0,0
7,281.95,0,0,3,1002,2012,10,14,23,0,0
7,281.61,0,0,1,542,2012,10,15,0,0,0
7,281.61,0,0,3,542,2012,10,15,0,0,0
7,281.57,0,0,3,303,2012,10,15,1,0,0
7,281.42,0,0,3,239,2012,10,15,2,0,0
7,281.29,0,0,5,335,2012,10,15,3,0,0
7,281.29,0,0,3,335,2012,10,15,3,0,0
7,281.02,0,0,5,810,2012,10,15,4,0,0
7,281.02,0,0,3,810,2012,10,15,4,0,0
7,280.82,0,0,5,2606,2012,10,15,5,0,0
7,280.423,0,0,3,2606,2012,10,15,5,0,0
7,280.39,0,0,5,5714,2012,10,15,6,0,0
7,280.19,0,0,5,6798,2012,10,15,7,0,0
7,279.82,0,0,5,6114,2012,10,15,8,0,0
7,279.75,0,0,5,5094,2012,10,15,9,0,0
7,280.07,0,0,5,4473,2012,10,15,10,0,0
7,280.32,0,0,1,4529,2012,10,15,11,0,0
7,281.72,0,0,8,4823,2012,10,15,12,0,0
7,284.01,0,0,1,4872,2012,10,15,13,0,0
7,285.88,0,0,8,5238,2012,10,15,14,0,0
7,286.87,0,0,8,5584,2012,10,15,15,0,0
7,287.6,0,0,1,6246,2012,10,15,16,0,0
7,287.27,0,0,1,5957,2012,10,15,17,0,0
7,286.18,0,0,1,4535,2012,10,15,18,0,0
7,285.2,0,0,1,3234,2012,10,15,19,0,0
7,284.68,0,0,1,2677,2012,10,15,20,0,0
7,284.49,0,0,1,2077,2012,10,15,21,0,0
7,283.54,0,0,1,1380,2012,10,15,22,0,0
7,281.366,0,0,1,927,2012,10,15,23,0,0
7,281.21,0,0,1,500,2012,10,16,0,0,0
7,279.87,0,0,8,324,2012,10,16,1,0,0
7,278.93,0,0,8,257,2012,10,16,2,0,0
7,277.91,0,0,8,354,2012,10,16,3,0,0
7,277.21,0,0,8,769,2012,10,16,4,0,0
7,276.61,0,0,8,2769,2012,10,16,5,0,0
7,276.11,0,0,8,5789,2012,10,16,6,0,0
7,274.81,0,0,1,7055,2012,10,16,7,0,0
7,274.99,0,0,1,6408,2012,10,16,8,0,0
7,277.91,0,0,1,5254,2012,10,16,9,0,0
7,280.71,0,0,1,4547,2012,10,16,10,0,0
7,283.85,0,0,1,4784,2012,10,16,11,0,0
7,286.01,0,0,1,5015,2012,10,16,12,0,0
7,286.31,0,0,1,5057,2012,10,16,13,0,0
7,288.15,0,0,1,5430,2012,10,16,14,0,0
7,289.15,0,0,1,5813,2012,10,16,15,0,0
7,288.99,0,0,1,6496,2012,10,16,16,0,0
7,285.85,0,0,1,6429,2012,10,16,17,0,0
7,288.16,0,0,1,5142,2012,10,16,18,0,0
7,287.28,0,0,6,3311,2012,10,16,19,0,0
7,287.04,0,0,1,2777,2012,10,16,20,0,0
7,286.9,0,0,1,2331,2012,10,16,21,0,0
7,287.09,0,0,1,1767,2012,10,16,22,0,0
7,287.09,0,0,1,1093,2012,10,16,23,0,0
7,286.89,0,0,1,554,2012,10,17,0,0,0
7,286.93,0,0,1,333,2012,10,17,1,0,0
7,286.93,0,0,1,267,2012,10,17,2,0,0
7,287.07,0,0,1,358,2012,10,17,3,0,0
7,286.56,0,0,1,777,2012,10,17,4,0,0
7,285.91,0,0,1,2732,2012,10,17,5,0,0
7,285.29,0,0,1,5637,2012,10,17,6,0,0
7,284.92,0,0,1,5564,2012,10,17,7,0,0
7,279.95,0,0,1,6274,2012,10,17,8,0,0
7,285.72,0,0,6,5403,2012,10,17,9,0,0
7,285.72,0,0,6,5403,2012,10,17,9,0,0
7,287.09,0,0,1,4680,2012,10,17,10,0,0
7,288.31,0,0,1,4642,2012,10,17,11,0,0
7,288.61,0,0,8,4979,2012,10,17,12,0,0
7,290.32,0,0,8,4851,2012,10,17,13,0,0
7,291.36,0,0,8,4291,2012,10,17,14,0,0
7,292.01,0,0,8,4714,2012,10,17,15,0,0
7,292.61,0,0,8,6723,2012,10,17,16,0,0
7,292.65,0,0,8,6180,2012,10,17,17,0,0
7,290.52,0,0,1,4843,2012,10,17,18,0,0
7,288.35,0,0,1,3435,2012,10,17,19,0,0
7,286.72,0,0,1,2921,2012,10,17,20,0,0
7,285.49,0,0,1,2763,2012,10,17,21,0,0
7,284.22,0,0,1,1930,2012,10,17,22,0,0
7,283.8,0,0,1,1160,2012,10,17,23,0,0
7,283.72,0,0,1,654,2012,10,18,0,0,0
7,282.8,0,0,1,374,2012,10,18,1,0,0
7,282.32,0,0,5,301,2012,10,18,2,0,0
7,282.38,0,0,1,397,2012,10,18,3,0,0
7,282.76,0,0,1,794,2012,10,18,4,0,0
7,282.88,0,0,5,2564,2012,10,18,5,0,0
7,284.18,0,0,1,5358,2012,10,18,6,0,0
7,284.69,0,0,1,6441,2012,10,18,7,0,0
7,285,0,0,1,5536,2012,10,18,8,0,0
7,286.9,0,0,6,5256,2012,10,18,9,0,0
7,288.35,0,0,1,4619,2012,10,18,10,0,0
7,289.59,0,0,1,5107,2012,10,18,11,0,0
7,288.27,0,0,6,5147,2012,10,18,12,0,0
7,286.41,0,0,1,5283,2012,10,18,13,0,0
7,285.96,0,0,1,5704,2012,10,18,14,0,0
7,287.04,0,0,1,5887,2012,10,18,15,0,0
7,287.18,0,0,1,6307,2012,10,18,16,0,0
7,286.94,0,0,1,5953,2012,10,18,17,0,0
7,286.01,0,0,1,4519,2012,10,18,18,0,0
7,284.67,0,0,2,3427,2012,10,18,19,0,0
7,283.44,0,0,6,2921,2012,10,18,20,0,0
7,282.51,0,0,2,2649,2012,10,18,21,0,0
7,281.9,0,0,1,2005,2012,10,18,22,0,0
7,281.85,0,0,1,1177,2012,10,18,23,0,0
7,281.28,0,0,1,699,2012,10,19,0,0,0
7,280.97,0,0,5,436,2012,10,19,1,0,0
7,280.44,0,0,2,353,2012,10,19,2,0,0
7,280.44,0,0,5,353,2012,10,19,2,0,0
7,280.02,0,0,5,399,2012,10,19,3,0,0
7,279.79,0,0,2,720,2012,10,19,4,0,0
7,279.79,0,0,1,720,2012,10,19,4,0,0
7,279.79,0,0,6,720,2012,10,19,4,0,0
7,279.79,0,0,2,720,2012,10,19,4,0,0
7,279.74,0,0,5,2370,2012,10,19,5,0,0
7,279.74,0,0,6,2370,2012,10,19,5,0,0
7,279.65,0,0,2,5162,2012,10,19,6,0,0
7,279.65,0,0,5,5162,2012,10,19,6,0,0
7,279.65,0,0,6,5162,2012,10,19,6,0,0
7,279.45,0,0,5,5777,2012,10,19,7,0,0
7,279.45,0,0,6,5777,2012,10,19,7,0,0
7,279.22,0,0,2,5235,2012,10,19,8,0,0
7,279.22,0,0,5,5235,2012,10,19,8,0,0
7,279.22,0,0,6,5235,2012,10,19,8,0,0
7,279.35,0,0,6,4606,2012,10,19,9,0,0
7,279.35,0,0,5,4606,2012,10,19,9,0,0
7,279.92,0,0,1,4328,2012,10,19,10,0,0
7,280.44,0,0,1,4282,2012,10,19,11,0,0
7,281,0,0,1,4489,2012,10,19,12,0,0
7,281.51,0,0,1,4908,2012,10,19,13,0,0
7,281.93,0,0,5,5620,2012,10,19,14,0,0
7,281.94,0,0,5,5849,2012,10,19,15,0,0
7,281.94,0,0,2,5849,2012,10,19,15,0,0
7,282.27,0,0,6,4945,2012,10,19,16,0,0
7,282.41,0,0,6,4619,2012,10,19,17,0,0
7,282.21,0,0,1,4479,2012,10,19,18,0,0
7,281.69,0,0,1,3804,2012,10,19,19,0,0
7,281.26,0,0,1,2908,2012,10,19,20,0,0
7,280.66,0,0,5,2942,2012,10,19,21,0,0
7,280.43,0,0,2,3077,2012,10,19,22,0,0
7,280.43,0,0,2,3077,2012,10,19,22,0,0
7,280.1,0,0,5,2051,2012,10,19,23,0,0
7,280.1,0,0,6,2051,2012,10,19,23,0,0
7,280.1,0,0,2,2051,2012,10,19,23,0,0
7,280.06,0,0,6,1270,2012,10,20,0,0,0
7,280.06,0,0,1,1270,2012,10,20,0,0,0
7,280.28,0,0,2,773,2012,10,20,1,0,0
7,280.28,0,0,1,773,2012,10,20,1,0,0
7,280.38,0,0,2,589,2012,10,20,2,0,0
7,280.62,0,0,2,432,2012,10,20,3,0,0
7,280.62,0,0,5,432,2012,10,20,3,0,0
7,280.91,0,0,5,401,2012,10,20,4,0,0
7,280.91,0,0,2,401,2012,10,20,4,0,0
7,280.91,0,0,6,401,2012,10,20,4,0,0
7,280.96,0,0,6,759,2012,10,20,5,0,0
7,280.96,0,0,5,759,2012,10,20,5,0,0
7,280.96,0,0,2,759,2012,10,20,5,0,0
7,281.13,0,0,6,1313,2012,10,20,6,0,0
7,281.13,0,0,5,1313,2012,10,20,6,0,0
7,281.13,0,0,2,1313,2012,10,20,6,0,0
7,281.28,0,0,1,1824,2012,10,20,7,0,0
7,281.28,0,0,5,1824,2012,10,20,7,0,0
7,281.28,0,0,2,1824,2012,10,20,7,0,0
7,281.19,0,0,6,2787,2012,10,20,8,0,0
7,281.19,0,0,5,2787,2012,10,20,8,0,0
7,281.19,0,0,2,2787,2012,10,20,8,0,0
7,281.7,0,0,6,3713,2012,10,20,9,0,0
7,281.7,0,0,2,3713,2012,10,20,9,0,0
7,281.7,0,0,5,3713,2012,10,20,9,0,0
7,281.7,0,0,2,3713,2012,10,20,9,0,0
7,282.02,0,0,6,3815,2012,10,20,10,0,0
7,282.02,0,0,2,3815,2012,10,20,10,0,0
7,282.02,0,0,5,3815,2012,10,20,10,0,0
7,282.02,0,0,6,3815,2012,10,20,10,0,0
7,282.35,0,0,6,4339,2012,10,20,11,0,0
7,282.35,0,0,5,4339,2012,10,20,11,0,0
7,282.35,0,0,2,4339,2012,10,20,11,0,0
7,282.71,0,0,6,4613,2012,10,20,12,0,0
7,282.71,0,0,1,4613,2012,10,20,12,0,0
7,282.71,0,0,6,4613,2012,10,20,12,0,0
7,282.71,0,0,6,4613,2012,10,20,12,0,0
7,283.31,0,0,6,4507,2012,10,20,13,0,0
7,283.79,0,0,1,4452,2012,10,20,14,0,0
7,284.2,0,0,1,4636,2012,10,20,15,0,0
7,284.32,0,0,1,4810,2012,10,20,16,0,0
7,284.13,0,0,1,5125,2012,10,20,17,0,0
7,283.14,0,0,1,4337,2012,10,20,18,0,0
7,281.4,0,0,1,3644,2012,10,20,19,0,0
7,280.47,0,0,1,3107,2012,10,20,20,0,0
7,279.52,0,0,1,2929,2012,10,20,21,0,0
7,278.85,0,0,5,2865,2012,10,20,22,0,0
7,278.12,0,0,3,2340,2012,10,20,23,0,0
7,280.865,0,0,5,1372,2012,10,21,0,0,0
7,275.93,0,0,3,1928,2012,10,21,8,0,0
7,275.93,0,0,5,1928,2012,10,21,8,0,0
7,284.09,0,0,1,4695,2012,10,21,17,0,0
7,282.6,0,0,1,4335,2012,10,21,18,0,0
7,281.72,0,0,1,1583,2012,10,21,22,0,0
7,281.26,0,0,1,959,2012,10,21,23,0,0
7,281.29,0,0,1,498,2012,10,22,0,0,0
7,281.01,0,0,1,306,2012,10,22,1,0,0
7,280.57,0,0,1,259,2012,10,22,2,0,0
7,280.54,0,0,1,324,2012,10,22,3,0,0
7,279.37,0,0,5,806,2012,10,22,4,0,0
7,279.18,0,0,5,2622,2012,10,22,5,0,0
7,279.05,0,0,5,5456,2012,10,22,6,0,0
7,282.7,0,0,8,4324,2012,10,22,10,0,0
7,286.17,0,0,1,4378,2012,10,22,11,0,0
